              POLÍCIA MILTAR DO ESTADO DE SÃO PAULO;;;;;;;;;;;;;;
CORPO DE BOMBEIROS;;;;;;;;;;;;;;
17GB MAI24 ;;;;;;;;;;;;;;
;;; ;;;;;;;;;;;
RELATÓRIO MENSAL DE CONSUMO DE COMBUSTÍVEIS;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
GB;VIATURA;PLACA;DATA                                        ABASTECIMENTO;HODÔMETRO;VOLUME; VALOR                     TOTAL R$ ;POSTO; COMBUSTÍVEL ;;;;;;
17GB;ABS-17105;GIC-4H16;13/05/2024;54301;47,35; R$287,93 ;REINA O SOL;diesel S10;;;;;;
17GB;ABS-17105;GIC-4H16;13/05/2024;54580;108,62; R$660,46 ;REINA O SOL;diesel S10;;;;;;
17GB;ABS-17105;GIC-4H16;14/05/2024;54630;37,95; R$230,77 ;REINA O SOL;diesel S10;;;;;;
17GB;ABS-17105;GIC-4H16;21/05/2024;54931;122,00; R$741,81 ;REINA O SOL;diesel S10;;;;;;
17GB;ABS-17105;GIC-4H16;25/05/2024;55033;43,77; R$266,14 ;REINA O SOL;diesel S10;;;;;;
17GB;ABS-17105;GIC-4H16;30/05/2024;55288;100,30; R$609,87 ;REINA O SOL;diesel S10;;;;;;
17GB;MOTOSERRA;;27/05/2024;72;18,22; R$109,14 ;REINA O SOL;gasolina;;;;;;
17GB;AB-17102;FEJ-7954;05/05/2024;139107;93,57; R$588,56 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;08/05/2024;139302;82,03; R$515,98 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;10/05/2024;139529;126,50; R$795,70 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;13/05/2024;139750;84,77; R$533,23 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;14/05/2024;139885;75,41; R$474,36 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;18/05/2024;140032;76,34; R$480,19 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;20/05/2024;140287;113,14; R$711,62 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;21/05/2024;140447;90,44; R$568,91 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;23/05/2024;140680;106,30; R$668,68 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;26/05/2024;140868;87,68; R$551,50 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AB-17102;FEJ-7954;28/05/2024;141023;76,83; R$483,26 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;ABS-17102;EEF-7331;01/05/2024;165662;60,13; R$378,24 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;ABS-17102;EEF-7331;06/05/2024;165905;62,87; R$395,48 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;ABS-17102;EEF-7331;20/05/2024;166148;66,30; R$417,01 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;ABS-17103;DJM-3481;09/05/2024;139523;148,56; R$934,48 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;ABS-17103;DJM-3481;21/05/2024;140043;196,62; R$1.236,77 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;ABS-17103;DJM-3481;31/05/2024;140339;93,08; R$585,47 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;ABS-17106;GDH-3H25;02/05/2024;33104;140,38; R$868,95 ;POSTO;DIESEL S-10;;;;;;
17GB;ABS-17106;GDH-3H25;06/05/2024;33361;99,01; R$612,87 ;POSTO;DIESEL S-10;;;;;;
17GB;ABS-17106;GDH-3H25;10/05/2024;33573;115,70; R$716,18 ;POSTO;DIESEL S-10;;;;;;
17GB;ABS-17106;GDH-3H25;16/05/2024;33892;162,68; R$1.006,99 ;POSTO;DIESEL S-10;;;;;;
17GB;ABS-17106;GDH-3H25;22/05/2024;34141;130,42; R$807,30 ;POSTO;DIESEL S-10;;;;;;
17GB;ABS-17106;GDH-3H25;27/05/2024;34433;151,74; R$939,27 ;POSTO;DIESEL S-10;;;;;;
17GB;AC-17001;GHU-6J06;02/05/2024;42310;33,92; R$213,36 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17001;GHU-6J06;07/05/2024;42553;43,48; R$273,50 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17001;GHU-6J06;11/05/2024;42820;48,18; R$303,04 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17001;GHU-6J06;14/05/2024;43091;47,45; R$298,47 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17001;GHU-6J06;17/05/2024;43274;38,45; R$241,85 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17001;GHU-6J06;26/05/2024;43605;58,63; R$368,77 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17001;GHU-6J06;28/05/2024;43868;48,38; R$304,33 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17001;GHU-6J06;31/05/2024;44173;53,20; R$334,67 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17002;GIL-8475;16/05/2024;162473;38,32; R$241,01 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17002;GIL-8475;21/05/2024;162826;51,02; R$320,91 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AC-17002;GIL-8475;24/05/2024;163164;54,37; R$342,02 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;AT-17101;STA-3H63;06/05/2024;3375;147,08; R$910,43 ;POSTO;DIESEL S-10;;;;;;
17GB;AT-17101;STA-3H63;13/05/2024;3600;143,37; R$887,71 ;POSTO;DIESEL S-10;;;;;;
17GB;AT-17101;STA-3H63;26/05/2024;3799;135,80; R$840,60 ;POSTO;DIESEL S-10;;;;;;
17GB;BOM-05;EQUIPAMENTO;02/05/2024;24;4,82; R$25,98 ;POSTO;GASOLINA COMUM;;;;;;
17GB;BOM-05;EQUIPAMENTO;11/05/2024;25;5,56; R$29,97 ;POSTO;GASOLINA COMUM;;;;;;
17GB;MO-17001;DJM-4557;08/05/2024;159547;51,74; R$325,46 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB;MOB-17102;FDF-9996;02/05/2024;74640;5,24; R$31,42 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;03/05/2024;74740;5,50; R$32,96 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;05/05/2024;74841;6,26; R$37,52 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;08/05/2024;74904;4,25; R$25,49 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;09/05/2024;74998;5,54; R$33,23 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;13/05/2024;75103;6,51; R$39,00 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;16/05/2024;75233;8,34; R$49,88 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;20/05/2024;75332;6,22; R$37,26 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;23/05/2024;75417;5,50; R$32,95 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;28/05/2024;75517;6,73; R$40,36 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17102;FDF-9996;31/05/2024;75699;11,76; R$70,47 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17104;FZF-6232;10/05/2024;63333;6,08; R$36,43 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17104;FZF-6232;13/05/2024;63424;5,51; R$33,00 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17104;FZF-6232;16/05/2024;63555;7,85; R$47,02 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17104;FZF-6232;20/05/2024;63655;6,42; R$38,44 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17104;FZF-6232;23/05/2024;63740;6,21; R$37,20 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17104;FZF-6232;28/05/2024;63841;6,18; R$36,99 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17104;FZF-6232;31/05/2024;64024;11,66; R$69,87 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17105;FZQ-6077;02/05/2024;56677;4,95; R$29,66 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17105;FZQ-6077;03/05/2024;56779;4,78; R$28,63 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17105;FZQ-6077;05/05/2024;56882;6,69; R$40,11 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17105;FZQ-6077;08/05/2024;56946;4,23; R$25,34 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;MOB-17105;FZQ-6077;09/05/2024;57042;5,44; R$32,63 ;POSTO EQUIPE QUALITY;GASOLINA COMUM;;;;;;
17GB;TP-17000;FHN-0083;08/05/2024;175945;21,64; R$86,35 ;POSTO EQUIPE QUALITY;ETANOL COMUM;;;;;;
17GB;TP-17000;FHN-0083;13/05/2024;176095;18,40; R$66,06 ;POSTO;ETANOL COMUM;;;;;;
17GB;TP-17000;FHN-0083;16/05/2024;176329;33,61; R$117,30 ;POSTO;ETANOL COMUM;;;;;;
17GB;TP-17000;FHN-0083;22/05/2024;176485;24,28; R$84,74 ;POSTO;ETANOL COMUM;;;;;;
17GB;TP-17000;FHN-0083;27/05/2024;176711;31,00; R$108,19 ;POSTO;ETANOL COMUM;;;;;;
17GB;TP-17000;FHN-0083;29/05/2024;176868;24,05; R$95,96 ;POSTO EQUIPE QUALITY;ETANOL COMUM;;;;;;
17GB;TP-17004;GAX-8077;02/05/2024;270132;24,54; R$97,91 ;AUTO POSTO JOAO XXIII - II;ETANOL COMUM;;;;;;
17GB;TP-17004;GAX-8077;06/05/2024;270299;28,26; R$112,77 ;AUTO POSTO JOAO XXIII - II;ETANOL COMUM;;;;;;
17GB;TP-17004;GAX-8077;09/05/2024;270468;26,66; R$106,38 ;AUTO POSTO JOAO XXIII - II;ETANOL COMUM;;;;;;
17GB;TP-17004;GAX-8077;14/05/2024;270609;35,41; R$141,29 ;POSTO EQUIPE QUALITY;ETANOL COMUM;;;;;;
17GB;TP-17004;GAX-8077;20/05/2024;270897;26,68; R$103,79 ;POSTO MOGI DAS CRUZES;ETANOL COMUM;;;;;;
17GB;TP-17004;GAX-8077;22/05/2024;271072;25,76; R$102,80 ;POSTO EQUIPE QUALITY;ETANOL COMUM;;;;;;
17GB;TP-17004;GAX-8077;27/05/2024;271361;37,95; R$151,44 ;AUTO POSTO JOAO XXIII - II;ETANOL COMUM;;;;;;
17GB;TP-17004;GAX-8077;28/05/2024;271496;17,14; R$68,40 ;POSTO EQUIPE QUALITY;ETANOL COMUM;;;;;;
17GB;TP-17004;GAX-8077;29/05/2024;271620;16,85; R$67,23 ;POSTO EQUIPE QUALITY;ETANOL COMUM;;;;;;
17GB;TP-17101;DBS-3679;14/05/2024;303444;26,75; R$96,03 ;POSTO;ETANOL COMUM;ANTIGA TP-17001;;;;;
17GB;TP-17101;DBS-3679;23/05/2024;303574;36,03; R$125,75 ;POSTO;ETANOL COMUM;;;;;;
17GB; UR-17102;FYC-1A73;21/05/2024;7181;35,02; R$220,27 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB; UR-17102;FYC-1A73;23/05/2024;7321;21,35; R$134,30 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB; UR-17102;FYC-1A73;24/05/2024;7435;14,15; R$89,02 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB; UR-17102;FYC-1A73;26/05/2024;7669;31,79; R$199,99 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
17GB; UR-17102;FYC-1A73;27/05/2024;7810;15,49; R$97,45 ;POSTO EQUIPE QUALITY;DIESEL S-10;;;;;;
