              POLÍCIA MILTAR DO ESTADO DE SÃO PAULO;;;;;;;;;;;;;;
CORPO DE BOMBEIROS;;;;;;;;;;;;;;
17GB JUN24 ;;;;;;;;;;;;;;
;;; ;;;;;;;;;;;
RELATÓRIO MENSAL DE CONSUMO DE COMBUSTÍVEIS;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
GB;VIATURA;PLACA;DATA                                        ABASTECIMENTO;HODÔMETRO;VOLUME; VALOR                     TOTAL R$ ;POSTO; COMBUSTÍVEL ;;;;;;
17GB;VO-17004;EXM-2C24;28/06/2024;58154;39,58; R$157,95 ;POSTO SHOPPING;ETANOL COMUM;;;;;;
17GB;VO-17100;GAW-5G93;05/06/2024;20851;37,01; R$147,67 ;POSTO EQUIPE QUALITY;ETANOL COMUM;;;;;;
17GB;VO-17100;GAW-5G93;11/06/2024;21032;20,01; R$71,84 ;POSTO;ETANOL COMUM;;;;;;
17GB;VO-17100;GAW-5G93;18/06/2024;21196;21,36; R$74,55 ;IPIRANGA;ETANOL COMUM;;;;;;
17GB;VO-17100;GAW-5G93;27/06/2024;21384;29,54; R$106,05 ;POSTO;ETANOL COMUM;;;;;;
17GB;VO-17103;DIW-1J93;02/06/2024;108695;15,60; R$62,25 ;POSTO EQUIPE QUALITY;ETANOL COMUM;;;;;;
17GB;VO-17103;DIW-1J93;06/06/2024;109186;45,50; R$158,80 ;POSTO;ETANOL COMUM;;;;;;
17GB;VO-17103;DIW-1J93;12/06/2024;109681;42,89; R$153,98 ;POSTO;ETANOL COMUM;;;;;;
17GB;VO-17103;DIW-1J93;24/06/2024;109927;23,18; R$80,90 ;POSTO;ETANOL COMUM;;;;;;
17GB;VO-17103;DIW-1J93;27/06/2024;110357;37,65; R$135,16 ;POSTO;ETANOL COMUM;;;;;;
17GB;ABS-17203;SWV-0I18;06/06/2024;1151;119,92; R$766,29 ;AUTO POSTO FERRAZ CENTRO;DIESEL;;;;;;
17GB;ABS-17203;SWV-0I18;12/06/2024;1299;77,36; R$502,07 ;AUTO POSTO FERRAZ CENTRO;DIESEL;;;;;;
17GB;ABS-17203;SWV-0I18;12/06/2024;1299;20,00; R$99,90 ;AUTO POSTO FERRAZ CENTRO;ARLA;;;;;;
17GB;ABS-17203;SWV-0I18;12/06/2024;1299;3,29; R$20,37 ;AUTO POSTO FERRAZ CENTRO;GASOLINA;;;;;;
17GB;ABS-17203;SWV-0I18;15/06/2024;1417;93,64; R$598,36 ;AUTO POSTO FERRAZ CENTRO;DIESEL;;;;;;
17GB;UR-17211;FQO-1D01;22/06/2024;54912;28.03; R$173,51 ;IPIRANGA SUZANO;DIESEL;;;;;;
17GB;ABS-17201;GGR-8E95;22/06/2024;28118;145,07; R$927,00 ;AUTO POSTO FERRAZ CENTRO;DIESEL;;;;;;
17GB;ABS-17201;GGR-8E95;22/06/2024;28118;11,18; R$68,09 ;AUTO POSTO FERRAZ CENTRO;GASOLINA;;;;;;
17GB;ABS-17203;SWV-0I18;01/06/2024;948;72,77; R$465,00 ;AUTO POSTO FERRAZ CENTRO;DIESEL;;;;;;
17GB;ABS-17201;GGR-8E95;27/06/2024;28382;134,00; R$856,26 ;AUTO POSTO FERRAZ CENTRO;DIESEL;;;;;;
17GB;ABS-17204;FCQ-0386;08/06/2024;86138;176,31; R$1.073,73 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;ABS-17204;FCQ-0386;15/06/2024;86522;214,55; R$1.306,61 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;ABS-17205;GIC-3F68;19/06/2024;49896;173,92; R$1.059,17 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;ABS-17205;GIC-3F68;22/06/2024;50140;142,74; R$869,29 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;ABS-17205;GIC-3F68;24/06/2024;50306;101,57; R$618,56 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;UR-17212;GJH-1F17;01/06/2024;52109;38,87; R$236,72 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;UR-17212;GJH-1F17;06/06/2024;52489;29,48; R$179,53 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;UR-17212;GJH-1F17;10/06/2024;52715;37,55; R$228,68 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;UR-17212;GJH-1F17;14/06/2024;52930;38,41; R$233,92 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;UR-17212;GJH-1F17;15/06/2024;53043;20,48; R$124,72 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;UR-17212;GJH-1F17;22/06/2024;53266;34,59; R$210,65 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;UR-17212;GJH-1F17;26/06/2024;53476;33,55; R$204,32 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;UR-17212;GJH-1F17;29/06/2024;53702;36,65; R$222,89 ;AUTO POSTO IPIRANGA JD ODETE;DIESEL S10;;;;;;
17GB;VO-17102;EFC-7492;03/06/2024;58022;31,71; R$125,27 ;REINA O SOL;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;07/06/2024;58290;37,53; R$148,65 ;REINA O SOL;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;14/06/2024;58597;46,86; R$182,29 ;PETROCIN;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;17/06/2024;58793;27,67; R$110,43 ;POSTO EQUIP QUALITY;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;18/06/2024;58936;21,44; R$85,58 ;POSTO EQUIP QUALITY;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;19/06/2024;59074;19,45; R$77,62 ;POSTO EQUIP QUALITY;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;20/06/2024;59212;19,48; R$77,75 ;POSTO EQUIP QUALITY;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;21/06/2024;59394;24,99; R$98,97 ;PORTA DO SOL;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;24/06/2024;59562;25,15; R$100,34 ;POSTO EQUIP QUALITY;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;25/06/2024;59700;20,56; R$82,03 ;POSTO EQUIP QUALITY;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;26/06/2024;59837;21,71; R$86,61 ;POSTO EQUIP QUALITY;ETANOL;;;;;;
17GB;VO-17102;EFC-7492;27/06/2024;59976;18,82; R$75,08 ;POSTO EQUIP QUALITY;ETANOL;;;;;;
17GB;ABS-17105;GIC-4H16;04/06/2024;55382;49,10; R$298,56 ;REINA O SOL;DIESEL-S10;;;;;;
17GB;ABS-17105;GIC-4H16;06/06/2024;55560;68,10; R$414,08 ;REINA O SOL;DIESEL-S10;;;;;;
17GB;ABS-17105;GIC-4H16;10/06/2024;55815;112,48; R$683,88 ;REINA O SOL;DIESEL-S10;;;;;;
17GB;ABS-17105;GIC-4H16;15/06/2024;55941;53,77; R$326,96 ;REINA O SOL;DIESEL-S10;;;;;;
17GB;ABS-17105;GIC-4H16;19/06/2024;56024;37,90; R$230,46 ;REINA O SOL;DIESEL-S10;;;;;;
17GB;ABS-17105;GIC-4H16;21/06/2024;56167;58,56; R$356,06 ;REINA O SOL;DIESEL-S10;;;;;;
17GB;ABS-17105;GIC-4H16;24/06/2024;56324;76,43; R$464,70 ;REINA O SOL;DIESEL-S10;;;;;;
17GB;ABS-17105;GIC-4H16;30/06/2024;56496;76,98; R$468,09 ;REINA O SOL;DIESEL-S10;;;;;;
17GB;UR-17214;GGT-3F22;01/06/2024;24643;31,69; R$201,92 ;POSTO QUALITY CASA BRANCA;diesel S10;;;;;;
17GB;UR-17213;FYT-2A23;01/06/2024;34062;25,71; R$163,77 ;POSTO QUALITY CASA BRANCA;diesel S10;;;;;;
17GB;VO-17204;GJP-2D64;02/06/2024;15843;18,68; R$106,29 ;POSTO QUALITY CASA BRANCA;gasolina;;;;;;
17GB;UR-17213;FYT-2A23;03/06/2024;34139;8,42; R$53,69 ;POSTO QUALITY CASA BRANCA;diesel S10;;;;;;
17GB;ABS-17204;FCQ-0386;03/06/2024;85845;102,60; R$653,56 ;POSTO QUALITY CASA BRANCA;diesel S10;;;;;;
17GB;ABS-17201;GGR-8E95;03/06/2024;26566;124,85; R$795,35 ;POSTO QUALITY CASA BRANCA;diesel S10;;;;;;
17GB;UR-17214;GGT-3F22;04/06/2024;24901;36,58; R$233,01 ;POSTO QUALITY CASA BRANCA;diesel-S10;;;;;;
17GB;TP-17205;DJL-9240;04/06/2024;209384;37,03; R$211,04 ;POSTO QUALITY CASA BRANCA;gasolina;;;;;;
17GB;VO-17205;ECE-0I01;05/06/2024;34450;30,22; R$171,96 ;POSTO QUALITY CASA BRANCA;gasolina;;;;;;
